en_word;tr_meaning;pos;example_en;example_tr;synonyms_raw;antonyms_raw;level;tags_raw;notes
imminent;eli kulağında, olması yakın, kapıda;adj.;Black clouds gathered in the sky, signaling that a storm was imminent.;Gökyüzünde kara bulutlar toplandı, bu bir fırtınanın yakın olduğuna işaret ediyordu.;"impending; approaching; near; forthcoming";"distant; remote; unlikely";C1;"adjective; description; advanced";Çok yakında olması beklenen.
immobile;hareketsiz, sabit;adj.;The patient was injured so badly that he remained immobile in his hospital bed for several weeks.;Hasta o kadar kötü yaralandı ki birkaç hafta hastane yatağında hareketsiz kaldı.;"stationary; still; motionless";"mobile; moving; active";B2;"adjective; description";Hiç hareket edemeyen veya hareket etmeyen.
immoral;ahlaksız, ahlak dışı;adj.;Many people consider cheating on a test to be immoral, as it is a form of dishonesty.;Birçok insan, bir testte kopya çekmeyi bir sahtekârlık biçimi olduğu için ahlak dışı olarak kabul eder.;"unethical; wrong; corrupt";"moral; ethical; right";B2;"adjective; description";Toplumun kabul ettiği ahlak standartlarına aykırı olan.
immune;bağışık;adj.;A wonderfully strong and highly completely healthy immune system perfectly naturally protects the sensitive body from terrible outside infections.;Harika derecede güçlü ve son derece tamamen sağlıklı bir bağışıklık sistemi, hassas vücudu korkunç dış enfeksiyonlardan mükemmel bir şekilde doğal olarak korur.;resistant, protected;susceptible, vulnerable;C1;"adjective; description; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
immunity;bağışıklık;n.;The vaccine provides immunity against the disease.;Aşı, hastalığa karşı bağışıklık sağlar.;"resistance; protection; exemption";susceptibility;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
immunization;bağışıklık kazandırma;n.;Childhood immunization is important.;Çocukluk çağı aşılaması önemlidir.;"vaccination; inoculation; protection";-;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
immunize;bağışıklamak;v.;It is recommended that all children be immunized against common childhood diseases like measles, mumps, and rubella.;Tüm çocukların kızamık, kabakulak ve kızamıkçık gibi yaygın çocukluk hastalıklarına karşı aşılanması önerilir.;vaccinate, inoculate;;C1;"verb; action; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
impact;etki;n.;The team of scientists is currently researching the likely impact of global warming on future climate change patterns.;Bilim insanlarından oluşan ekip, şu anda küresel ısınmanın gelecekteki iklim değişikliği modelleri üzerindeki olası etkisini araştırıyor.;"effect; influence";;B1;"noun; vocabulary";Orta seviye kelime. Genel iletişimde kullanılır.
impact on;üzerinde etki;NP;The new law will have an impact on businesses.;Yeni yasanın işletmeler üzerinde etkisi olacak.;"effect on; influence on";-;B2;"noun phrase; collocation";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
impair;zayıflatmak, bozmak;v.;Excessive alcohol consumption can seriously impair a person's judgment and coordination, leading to dangerous situations.;Aşırı alkol tüketimi, bir kişinin muhakeme ve koordinasyonunu ciddi şekilde bozabilir ve tehlikeli durumlara yol açabilir.;damage, harm, weaken;improve, enhance, strengthen;B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
impaired;özürlü, kusurlu;adj.;The device is not working due to an impaired connection.;Bağlantı sorunu nedeniyle cihaz çalışmıyor.;"damaged; weakened; faulty";"unimpaired; perfect";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
impairment;bozukluk, zayıflık;n.;The accident caused a permanent visual impairment, leaving him unable to see clearly without the aid of strong glasses.;Kaza kalıcı bir görme bozukluğuna neden oldu ve onu güçlü gözlüklerin yardımı olmadan net göremez hale getirdi.;disability, defect, damage;strength, ability;C1;"noun; vocabulary; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
impartial;tarafsız, yansız, nötr;adj.;A judge must remain completely impartial and base their decisions solely on the evidence presented.;Bir yargıç tamamen tarafsız kalmalı ve kararlarını yalnızca sunulan kanıtlara dayandırmalıdır.;"neutral; unbiased; objective";"biased; partial; prejudiced";B2;"yds; yökdil; step-02";Herhangi bir tarafı kayırmadan adil bir şekilde davranma.
impassive;duygusuz, soğukkanlı;adj.;The prisoner's face remained impassive as the judge read out the guilty verdict, showing no emotion whatsoever.;Yargıç suçlu kararını okurken mahkumun yüzü duygusuz kaldı, hiçbir duygu göstermedi.;expressionless, stoic, unemotional;emotional, expressive;C1;"adjective; description; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
imperative;"mecburi, gerekli, zorunlu, şart; mecburiyet, zorunluluk";"adj.;n.";It is imperative that all safety procedures be followed strictly to prevent any accidents.;Herhangi bir kazayı önlemek için tüm güvenlik prosedürlerine harfiyen uyulması zorunludur.;"essential; vital; necessary";"optional; unimportant; trivial";C1;"noun; vocabulary; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
impetuous;fevri, aceleci, tez canlı, coşkun;adj.;The impetuous young man quit his stable job without having another one lined up, driven by a sudden, overwhelming desire for adventure.;Fevri genç adam, ani ve ezici bir macera arzusuyla hareket ederek, başka bir iş ayarlamadan istikrarlı işinden ayrıldı.;"impulsive; rash; hasty";"cautious; prudent; deliberate";C1;"adjective; description; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
implausible;inandırıcı olmayan;adj.;The detective found the suspect's alibi to be completely implausible, as it contradicted several pieces of evidence found at the scene.;Dedektif, şüphelinin mazeretini tamamen inandırıcı bulmadı çünkü olay yerinde bulunan birkaç kanıtla çelişiyordu.;unbelievable, improbable, unlikely;plausible, credible, likely;C1;"adjective; description; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
implement;uygulamaya koymak, uygulamak, yerine getirmek (plan vb.);v.;The school plans to implement a new online learning system starting next semester.;Okul, gelecek dönemden itibaren yeni bir çevrimiçi öğrenme sistemini uygulamaya koymayı planlıyor.;"execute; apply; carry out; realize";"ignore; neglect; abandon";B2;"verb; action";Bir planı veya kararı yürürlüğe koymak.
implicate;töhmet altında bırakmak, bulaştırmak;v.;The evidence found in his house implicated him in the robbery, leading to his arrest and subsequent trial.;Evinde bulunan deliller onu soygunla ilişkilendirdi ve tutuklanmasına ve ardından yargılanmasına yol açtı.;"incriminate; involve; connect";"exonerate; absolve; clear";C1;"verb; action; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
implication;"olası sonuç; ima; suça bulaşma";n.;The implication of her resignation is that the project might be delayed for several months.;İstifasının olası sonucu, projenin birkaç ay gecikebileceğidir.;"consequence; suggestion; involvement";-;B2;"noun; vocabulary";Genellikle bir eylemin veya durumun dolaylı sonuçları veya anlamları için kullanılır.
implicit;"imalı, örtük, örtülü, üstü kapalı; kesin, tam, şüphesiz";adj.;Although she didn't say it directly, her implicit trust in him was obvious to everyone.;Doğrudan söylemese de, ona olan örtük güveni herkes için açıktı.;"implied; unspoken; inherent; absolute";"explicit; stated; expressed";C1;"adjective; description; advanced";Doğrudan ifade edilmeyen ancak anlaşılabilen veya sorgusuz kabul edilen.
implicitly;"gizli bir şekilde, dolaylı olarak; kesin olarak, tamamen";adv.;He trusted his advisor implicitly, without ever questioning her motives or suggestions.;Danışmanına, onun motivasyonlarını veya önerilerini asla sorgulamadan, tamamen güvendi.;"absolutely; completely; tacitly";"explicitly; openly";C1;"verb; action; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
imply;"ima etmek, kastetmek; gerektirmek";v.;Although he didn't say it directly, his tone implied that he was deeply disappointed with the outcome.;Doğrudan söylemese de, tonu sonuçtan derin bir hayal kırıklığına uğradığını ima ediyordu.;"suggest; hint; indicate";"state; declare; proclaim";B2;"verb; action";Bir şeyi doğrudan söylemeden dolaylı olarak ifade etmek.
importance;önem;n.;The doctor stressed the importance of a healthy diet.;Doktor, sağlıklı beslenmenin önemini vurguladı.;"significance; value; weight";unimportance;A2;"noun; vocabulary; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
important;önemli;adj.;It is important to remember that everyone makes mistakes from time to time.;Herkesin zaman zaman hata yaptığını hatırlamak önemlidir.;"significant; crucial; vital";"unimportant; trivial; minor";A1;"adjective; description; basic";Temel seviye kelime. Günlük iletişimde sık kullanılır.
importantly;önemli biçimde;adv.;More importantly, we need to consider the long-term effects.;Daha da önemlisi, uzun vadeli etkileri düşünmeliyiz.;"significantly; crucially; essentially";-;B1;"verb; action";Orta seviye kelime. Genel iletişimde kullanılır.
impose;(ceza, vergi) yüklemek;v.;The judge decided to impose a substantial fine on the company for violating multiple environmental safety regulations.;Yargıç, birden fazla çevre güvenliği düzenlemesini ihlal ettiği için şirkete önemli bir para cezası vermeye karar verdi.;levy, enforce, inflict;lift, remove, revoke;B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
impossible;imkansız;adj.;It's almost impossible to find a parking spot in the city center during rush hour.;Yoğun saatlerde şehir merkezinde park yeri bulmak neredeyse imkansız.;"unattainable; not possible";"possible; achievable; feasible";A2;"adjective; description; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
impostor;sahtekar;n.;The police quickly realized that the man claiming to be a long-lost relative was actually a clever impostor seeking financial gain.;Polis, kayıp uzun bir akraba olduğunu iddia eden adamın aslında maddi kazanç peşinde koşan zeki bir sahtekar olduğunu hemen anladı.;fake, fraud, pretender, charlatan;genuine article, authentic person;C1;"noun; vocabulary; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
impractical;"pratik olmayan; kullanışsız";adj.;His suggestion was completely impractical for our small office.;Önerisi, küçük ofisimiz için tamamen kullanışsızdı.;"unworkable; unrealistic; useless";"practical; useful; realistic";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
impregnable;zapt edilemez;adj.;The castle was built on a high hill with thick walls and a deep moat, making it seem impregnable to any attacking army.;Kale, yüksek bir tepeye kalın duvarlar ve derin bir hendekle inşa edilmişti ve herhangi bir saldırı ordusu için zapt edilemez görünüyordu.;invincible, unconquerable, unassailable;vulnerable, weak, defenseless;C1;"adjective; description; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
impress;etkilemek;v.;What impressed me the most during the interview was her remarkable ability to calmly solve any complex problem presented to her.;Mülakat sırasında beni en çok etkileyen şey, kendisine sunulan herhangi bir karmaşık sorunu sakin bir şekilde çözebilme konusundaki dikkate değer yeteneğiydi.;"strike; inspire";"disappoint; dismay";B1;"verb; action";Orta seviye kelime. Genel iletişimde kullanılır.
impressed;etkilenmiş;adj.;I was very impressed by her presentation skills.;Sunum becerilerinden çok etkilendim.;"awed; struck; taken";unimpressed;B1;"adjective; description";Orta seviye kelime. Genel iletişimde kullanılır.
impression;izlenim, etki;n.;She made a good impression at her job interview.;İş görüşmesinde iyi bir izlenim bıraktı.;"perception; feeling; notion";-;B1;"noun; vocabulary";Orta seviye kelime. Genel iletişimde kullanılır.
impressive;etkileyici, çarpıcı, etkili;adj.;The young musician gave an impressive performance at her debut concert, demonstrating a level of skill and emotional depth far beyond her years.;Genç müzisyen, ilk konserinde, yaşının çok ötesinde bir beceri ve duygusal derinlik sergileyerek etkileyici bir performans sergiledi.;"striking; remarkable; grand";"unimpressive; mediocre; ordinary";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
impressively;etkileyici şekilde;adv.;The team performed impressively in the competition.;Ekip, yarışmada etkileyici bir performans sergiledi.;"remarkably; strikingly; grandly";unimpressively;B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
reign;"hüküm sürmek, saltanat sürmek; hükümdarlık, saltanat, dönem";"n.;v.";The king's reign lasted for over sixty years, a period of peace and prosperity.;Kralın saltanatı, barış ve refah dönemi olan altmış yıldan fazla sürdü.;"rule; govern; sovereignty";;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
improbable;olası olmayan;adj.;It seems improbable that they will arrive on time.;Zamanında varacakları olası görünmüyor.;"unlikely; doubtful; remote";"probable; likely";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
improve;geliştirmek;v.;The dedicated language students patiently practice their speaking skills every day to successfully improve their fluency.;Özverili dil öğrencileri, akıcılıklarını başarıyla geliştirmek için konuşma becerilerini her gün sabırla uygularlar.;get better, enhance;worsen, decline;B1;"verb; action";Orta seviye kelime. Genel iletişimde kullanılır.
improved;gelişmiş, yüksek;adj.;The new model has improved performance and fuel efficiency.;Yeni model, geliştirilmiş performans ve yakıt verimliliğine sahip.;"enhanced; better; upgraded";"worse; inferior";B1;"adjective; description";Orta seviye kelime. Genel iletişimde kullanılır.
improvement;gelişme, ilerleme;n.;There has been a significant improvement in her health.;Sağlığında önemli bir iyileşme oldu.;"progress; advance; enhancement";"decline; deterioration";A2;"noun; vocabulary; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
improving;geliştirici, gelişen;adj.;The company has an improving financial outlook.;Şirketin gelişen bir mali görünümü var.;"enhancing; progressing; advancing";"declining; worsening";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
impulse;dürtü, güdü, ani bir istek, uyarı etkisi;n.;On a sudden impulse, she bought a plane ticket to a country she had never visited before, eager for an unexpected adventure and a change of scenery.;Ani bir dürtüyle, daha önce hiç ziyaret etmediği bir ülkeye uçak bileti aldı, beklenmedik bir macera ve ortam değişikliği için can atıyordu.;"urge; whim; desire";"deliberation; premeditation";B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
impulsive;"dürtüsel; fevri";adj.;She regretted her impulsive decision to quit her job.;İşinden ayrılma konusundaki fevri kararından pişman oldu.;"spontaneous; hasty; rash";"deliberate; cautious";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
impulsively;düşünmeden, birdenbire, düşüncesizce;adv.;He impulsively quit his job during a moment of frustration, without considering the financial consequences or having another position lined up.;Bir anlık hayal kırıklığıyla, mali sonuçları düşünmeden veya başka bir iş ayarlamadan düşüncesizce işinden ayrıldı.;"rashly; hastily; spontaneously";"deliberately; cautiously; thoughtfully";B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in;-de/da, -deki/daki;prep.;She is currently studying for her exams in the main library at the university.;Şu anda üniversitedeki ana kütüphanede sınavlarına çalışıyor.;"inside; within";outside;A1;"preposition; grammar; basic";Temel seviye kelime. Günlük iletişimde sık kullanılır.
in a number of ways;birçok yolla;phr. v.;You can solve this in a number of ways.;Bunu birçok yolla çözebilirsin.;"in various ways; diversely";in one way;B2;"phrase; expression";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in a row;art arda, peş peşe, üst üste;phr. v.;It has rained every single day for the past five days in a row, which is quite unusual for this region.;Geçtiğimiz beş gün boyunca art arda her gün yağmur yağdı, bu bölge için oldukça sıra dışı bir durum.;"consecutively; successively";;B1;"phrase; expression";Orta seviye kelime. Genel iletişimde kullanılır.
in accordance with;#AD?;prep.;All data is processed in accordance with strict international privacy laws and regulations.;Tüm veriler, katı uluslararası gizlilik yasalarına ve düzenlemelerine uygun olarak işlenir.;"according to; in line with";;C1;"preposition; grammar; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
in addition;ayrıca, ek olarak;conj.;In addition to his teaching duties, he also conducts research.;Öğretim görevlerine ek olarak, aynı zamanda araştırma da yapıyor.;"furthermore; moreover; additionally";—;B1;"conjunction; grammar";Orta seviye kelime. Genel iletişimde kullanılır.
in addition to;#AD?;prep.;In addition to his regular teaching duties, he also volunteers to coach the school's debate team every Friday afternoon.;Normal öğretmenlik görevlerine ek olarak, her Cuma öğleden sonra okulun münazara takımına gönüllü koçluk da yapıyor.;"besides; as well as";;B2;"preposition; grammar";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in advance;önceden, peşin;adv.;You need to book your tickets well in advance if you want to get a seat on the popular flight.;Popüler uçuşta yer bulmak istiyorsanız, biletlerinizi çok önceden ayırtmanız gerekir.;"beforehand; ahead of time; previously";"later; afterwards; subsequently";B2;"verb; action";Bir şey olmadan önce.
in april;Nisan'da;phr. v.;It often rains in April.;Nisan'da sık sık yağmur yağar.;-;-;A1;"phrase; expression; basic";Temel seviye kelime. Günlük iletişimde sık kullanılır.
in captivity;tutsak;phr. v.;Animals in captivity often live longer.;Tutsaktaki hayvanlar genellikle daha uzun yaşar.;"imprisoned; caged";in the wild;B2;"phrase; expression";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in case of;#AD?;prep.;In case of a fire alarm, please proceed calmly to the nearest emergency exit and assemble outside the building.;Yangın alarmı durumunda, lütfen sakin bir şekilde en yakın acil çıkışa ilerleyin ve binanın dışında toplanın.;in the event of;;B2;"preposition; grammar";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in certain circumstances;belirli şartlarda;phr. v.;This rule applies in certain circumstances.;Bu kural belirli şartlarda geçerlidir.;under certain conditions;in general;B2;"phrase; expression";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in charge of;#AD?;phr. v.;Who is in charge of this department?;Bu bölümden kim sorumlu?;"responsible for; heading";subordinate to;B1;"phrase; expression";Orta seviye kelime. Genel iletişimde kullanılır.
in common;"ortak nokta; ortak olarak";phr. v.;Although they are twins, they actually have very little in common when it comes to their tastes and hobbies.;İkiz olmalarına rağmen, zevkleri ve hobileri söz konusu olduğunda aslında çok az ortak noktaları vardır.;"shared; jointly; mutually";"different; unshared";B2;"phrase; expression";Aynı ilgi alanlarına, özelliklere veya deneyimlere sahip olmak.
in confidence;gizli olarak;phr. v.;I'm telling you this in confidence.;Bunu sana gizli olarak söylüyorum.;"privately; secretly";publicly;B2;"phrase; expression";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in contrast;aksine, tam tersine;prep.;In contrast to his brother, he is very shy and introverted.;Kardeşinin aksine, o çok utangaç ve içe dönüktür.;"on the contrary; conversely";similarly;B2;"preposition; grammar";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in contrast to;#AD?;prep.;In contrast to his outgoing and talkative brother, Mark is quite introverted and prefers to spend his time reading alone.;Dışa dönük ve konuşkan kardeşinin aksine, Mark oldukça içe dönüktür ve zamanını yalnız başına kitap okuyarak geçirmeyi tercih eder.;"contrary to; unlike";"similar to; like";B2;"preposition; grammar";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in danger of;#AD?;phr. v.;The building is in danger of collapse.;Bina çökme tehlikesinde.;"at risk of; threatened by";safe from;B2;"phrase; expression";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in fact;aslında, gerçekte;conj.;"I thought the movie was boring; in fact, I fell asleep.";"Filmin sıkıcı olduğunu düşündüm; aslında uyuyakaldım.";"actually; as a matter of fact; in reality";—;B1;"conjunction; grammar";Orta seviye kelime. Genel iletişimde kullanılır.
in favor of;#AD?;phr. v.;They voted in favor of the law.;Kanun lehine oy kullandılar.;"supporting; for";against;B2;"phrase; expression";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in favour of;#AD?;prep.;The majority of the committee members voted in favour of the proposal to build a new community center.;Komite üyelerinin çoğunluğu, yeni bir toplum merkezi inşa etme teklifinin lehinde oy kullandı.;"supporting; for";"against; opposed to";B2;"preposition; grammar";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in front of;önünde;prep.;There was a beautiful, well-maintained garden in front of the old Victorian house.;Viktorya döneminden kalma eski evin önünde güzel, bakımlı bir bahçe vardı.;"ahead of; before";behind;A2;"preposition; grammar; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
in line with;-e göre, uygun olarak;phr. v.;The price is in line with the market.;Fiyat piyasaya uygun.;"consistent with; according to";contrary to;B2;"phrase; expression";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in order that;-sin diye, amacıyla;prep.;They are saving money in order that they can buy a house.;Bir ev alabilmek için para biriktiriyorlar.;"so that; with the aim that";—;B2;"preposition; grammar";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in order to;#AD?;prep.;In order to achieve your long-term goals, you need to be patient, persistent, and willing to work hard.;Uzun vadeli hedeflerinize ulaşmak için sabırlı, ısrarcı ve çok çalışmaya istekli olmanız gerekir.;so as to;;B1;"preposition; grammar";Orta seviye kelime. Genel iletişimde kullanılır.
in other words;yani, diğer bir deyişle, başka bir deyişle;prep.;The project was not financially viable. In other words, it would have cost too much money to complete.;Proje mali açıdan uygulanabilir değildi. Diğer bir deyişle, tamamlanması çok fazla paraya mal olacaktı.;"that is; namely; to put it differently";-;B2;"yds; yökdil; step-02";Aynı şeyi daha basit veya farklı bir şekilde ifade etmek için kullanılır.
in particular;özellikle;prep.;I enjoyed the whole concert, but the final piece, in particular, was absolutely breathtaking and memorable.;Konserin tamamını beğendim, ancak özellikle son parça kesinlikle nefes kesici ve unutulmazdı.;"especially; particularly";"generally; overall";B2;"preposition; grammar";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in place of;#AD?;prep.;The manager decided to attend the international conference in place of the CEO, who was feeling unwell that day.;Yönetici, o gün kendini iyi hissetmeyen CEO'nun yerine uluslararası konferansa katılmaya karar verdi.;instead of;;B2;"preposition; grammar";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in proportion to;#AD?;phr. v.;Salaries are not in proportion to the work done.;Maaşlar yapılan işle orantılı değil.;"relative to; commensurate with";disproportionate to;B2;"phrase; expression";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in pursuit of;#AD?;phr. v.;They are in pursuit of the thief.;Hırsızın peşindeler.;"chasing; seeking";fleeing from;B2;"phrase; expression";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in question;söz konusu olan;phr. v.;The product in question.;Söz konusu ürün.;"at issue; being discussed";-;B2;"phrase; expression";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in reference to;-e dair, hakkında;prep.;I am calling you in reference to the job application I submitted online earlier this week.;Size, bu hafta başında çevrimiçi olarak gönderdiğim iş başvurusuna atfen telefon ediyorum.;"with reference to; regarding";;C1;"preposition; grammar; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
in response to;#AD?;prep.;In response to the growing public concern, the government has launched a full investigation into the matter.;Artan kamu endişesine yanıt olarak, hükümet konuyla ilgili kapsamlı bir soruşturma başlattı.;as a reply to;;B2;"preposition; grammar";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in search of;#AD?;phr. v.;He went abroad in search of work.;İş arayışında yurt dışına gitti.;"looking for; seeking";-;B1;"phrase; expression";Orta seviye kelime. Genel iletişimde kullanılır.
in size;boyut olarak;phr. v.;They vary in size and color.;Boyut ve renk olarak farklılık gösterirler.;in dimension;-;B1;"phrase; expression";Orta seviye kelime. Genel iletişimde kullanılır.
in spite of;#AD?;prep.;In spite of the heavy traffic jam on the highway, we still managed to arrive at the airport with plenty of time to spare.;Otobandaki yoğun trafik sıkışıklığına rağmen, havaalanına bolca zamanımız kalacak şekilde varmayı başardık.;despite;"because of; due to";B2;"preposition; grammar";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in terms of;açısından, bakımından, yönünden;phr. v.;In terms of performance, the new model is far superior to its predecessor, but it is also more expensive.;Performans açısından, yeni model öncekine göre çok daha üstün, ancak aynı zamanda daha pahalı.;"regarding; concerning; with respect to";-;B2;"yds; yökdil; ydt";Belirli bir konu veya yön hakkında konuşurken kullanılır.
in that;-ması bakımından, için;conj.;The new system is superior in that it provides faster results and uses less energy.;Yeni sistem, daha hızlı sonuç vermesi ve daha az enerji kullanması bakımından üstündür.;"because; since; as";-;B2;"conjunction; grammar";"Bir ifadeyi açıklamak veya gerekçelendirmek için kullanılır; ""çünkü"" veya ""şu açıdan ki"" anlamında."
in the case of;#AD?;phr. v.;In the case of students, there is a discount.;Öğrencilere gelince, indirim var.;"regarding; concerning";-;B1;"phrase; expression";Orta seviye kelime. Genel iletişimde kullanılır.
in the end;nihayet;phr. v.;In the end, we decided to stay home.;Nihayet, evde kalmaya karar verdik.;"finally; ultimately";initially;B1;"phrase; expression";Orta seviye kelime. Genel iletişimde kullanılır.
in the event of;#AD?;prep.;In the event of any unforeseen technical difficulties, our support team is available 24/7 to assist you.;Herhangi bir öngörülemeyen teknik zorluk durumunda, destek ekibimiz size yardımcı olmak için 7/24 hizmetinizdedir.;in case of;;C1;"preposition; grammar; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
in the meantime;bu arada, o sürede;conj.;"The computer is being repaired; in the meantime, you can use this one.";"Bilgisayar tamir ediliyor; bu arada bunu kullanabilirsiniz.";"meanwhile; in the interim";—;B1;"conjunction; grammar";Orta seviye kelime. Genel iletişimde kullanılır.
in the wake of;#AD?;phr. v.;In the wake of the storm, there was chaos.;Fırtınanın ardından kaos vardı.;"following; as a result of";before;C1;"phrase; expression; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
in time;zamanından biraz önce;phr. v.;We arrived just in time for the movie.;Filme tam zamanında yetiştik.;"not late; early enough";too late;B1;"phrase; expression";Orta seviye kelime. Genel iletişimde kullanılır.
in times of hardship;zorluk zamanında;phr. v.;People help each other in times of hardship.;Zorluk zamanında insanlar birbirine yardım eder.;during difficult times;in good times;B2;"phrase; expression";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
in vain;boşu boşuna, beyhude;"adv.;phr. v.";All their efforts to rescue the hikers were in vain, as the storm made it too dangerous for the helicopters to approach the mountain.;Yürüyüşçüleri kurtarmak için tüm çabaları boşunaydı, çünkü fırtına helikopterlerin dağa yaklaşmasını çok tehlikeli hale getiriyordu.;"uselessly; unsuccessfully; vainly";successfully;B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
inability;acizlik, yetersizlik;n.;His inability to delegate tasks to his team members often resulted in him working late nights.;Görevleri ekip üyelerine devretmedeki yetersizliği, çoğu zaman geç saatlere kadar çalışmasına neden oluyordu.;"incapacity; incompetence";"ability; capacity";B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
inaccessible;"ulaşılmaz; erişilmez";adj.;The village is inaccessible by road in winter.;Köye kışın karayoluyla ulaşılamaz.;"unreachable; remote; isolated";"accessible; reachable";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
inaction;eylemsizlik, hareketsizlik;n.;His greatest regret in life was not his failed business venture, but his inaction in pursuing his true passion for painting.;Hayatındaki en büyük pişmanlığı başarısız iş girişimi değil, resim yapmaya olan gerçek tutkusunu takip etmedeki eylemsizliğiydi.;inactivity, passivity, idleness;action, activity, initiative;C1;"noun; vocabulary; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
inadequacy;yetersizlik;n.;He felt a sense of inadequacy.;Bir yetersizlik hissetti.;"insufficiency; shortage; deficiency";"adequacy; sufficiency";B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
