pack_name;title;level;tags_raw;Category
YDS Set 004;507-Legalizing Euthanasia: A Significant Move (Ötanaziyi Yasallaştırmak: Önemli Bir Adım);C1;"ethics; euthanasia; law";Law & Crime
YDS Set 004;508-Let Boys Be Boys (Erkek Çocuklar Erkek Çocuklar Gibi Olsun);C1;"sociology; gender; education";Women's Studies & Feminism
YDS Set 004;509-Life In The Grid (Izgarada Yaşam);C1;"technology; future; internet";Science & Technology
YDS Set 004;510-Living In A Fish Bowl (Bir Fanusta Yaşamak);C1;"sociology; community; gossip";Culture & Society
YDS Set 004;511-Marry For What? (Ne İçin Evlenmeli?);C1;"sociology; marriage; relationships";Family & Relationships
YDS Set 004;512-Men Or Machines (İnsanlar mı Makineler mi);C1;"technology; robotics; automation";Science & Technology
YDS Set 004;513-Napster (Napster);C1;"technology; music; internet";Art, Music & Literature
YDS Set 004;514-Natural Born Killers (Part I) (Doğuştan Katiller (Bölüm I));C1;"psychology; evolutionary psychology; altruism";Psychology & Health
YDS Set 004;515-Natural Born Killers (Part II) (Doğuştan Katiller (Bölüm II));C1;"psychology; evolutionary psychology; altruism";Psychology & Health
YDS Set 004;516-New Threats To The Endangered Species Act (Nesli Tükenmekte Olan Türler Yasası'na Yeni Tehditler);C1;"environment; endangered species; conservation";Environment & Nature
YDS Set 004;517-Not In The Genes (Genlerde Değil);C1;"biology; genetics; genomics";Biology & Animals
YDS Set 004;518-Not Now, Dr. Miracle (Şimdi Değil, Dr. Mucize);C1;"biology; cloning; ethics";Biology & Animals
YDS Set 004;519-Patenting Genes: Ethical Or Not (Genleri Patentlemek: Etik mi Değil mi);C1;"ethics; science; genetics";Science & Technology
YDS Set 004;520-Playing God - A Moral Necessity? (Tanrı'yı Oynamak - Ahlaki Bir Zorunluluk mu?);C1;"ethics; technology; genetics";Science & Technology
YDS Set 004;521-Political Identification (Politik Kimlik);C1;"politics; ethnicity; nation";Politics & Government
YDS Set 004;522-Role Playing With Attitude (Tutumla Rol Oynama);C1;"psychology; assertiveness; teenagers";Psychology & Health
YDS Set 004;523-Roswell: The Whole Story (Roswell: Tüm Hikaye);C1;"UFO; Roswell; conspiracy";Paranormal & Mystery
YDS Set 004;524-Sale Of The Century (Yüzyılın Satışı);C1;"economics; Italy; privatization";Economics & Business
YDS Set 004;525-Sara Bennet (Sara Bennet);C1;"ethics; medicine; IVF";Health & Medicine
YDS Set 004;526-SARS Cases Climb (SARS Vakaları Artıyor);C1;"health; SARS; epidemic";Psychology & Health
YDS Set 004;527-Schizophrenia (Şizofreni);C1;"psychology; mental disorder; schizophrenia";Psychology & Health
YDS Set 004;528-Science of Mad-Cow Disease (Deli Dana Hastalığının Ardındaki Bilim);C1;"science; medicine; prions";Science & Technology
YDS Set 004;529-Smoking Campaigns (Sigarayla Mücadele Kampanyaları);C1;"health; smoking; society";Health & Medicine
YDS Set 004;530-Soaking In Spam (Spam'a Bulanmak);C1;"technology; internet; spam";Science & Technology
YDS Set 004;531-Solving World Hunger (Dünya Açlığını Çözmek);C1;"agriculture; hunger; politics";Food & Agriculture
YDS Set 004;532-Super Terrorism (Süper Terörizm);C1;"politics; terrorism; security";Defense & Security
YDS Set 004;533-Team Building in the Workplace (İş Yerinde Ekip Kurma);C1;"business; management; teamwork";Economics & Business
YDS Set 004;534-The Actual Cause of Obesity (Obezitenin Gerçek Nedeni);C1;"health; obesity; diet";Health & Medicine
YDS Set 004;535-The Art And Psychology Of Motion Pictures (Sinemanın Sanatı ve Psikolojisi);C1;"film; cinema; psychology";Psychology & Health
YDS Set 004;536-The Causes of the French Revolution (Fransız Devrimi'nin Nedenleri);C1;"history; revolution; politics";History
YDS Set 004;537-The Common Good (Ortak İyi);C1;"ethics; society; common good";Ethics & Philosophy
YDS Set 004;538-The Common Good (Ortak İyi);C1;"ethics; society; common good";Ethics & Philosophy
YDS Set 004;539-The Decline Of America's Soft Power (Amerika'nın Yumuşak Gücünün Düşüşü);C1;"politics; USA; soft power";Politics & Government
YDS Set 004;540-The Ethics Of Chemical Weaponry (Kimyasal Silahların Etiği);C1;"ethics; war; chemical weapons";Military History & War
YDS Set 004;541-The Human Genome Project (İnsan Genomu Projesi);C1;"biology; genetics; genome";Biology & Animals
YDS Set 004;542-The Iks (İkler);C1;"anthropology; culture; society";Culture & Society
YDS Set 004;543-The Individual Level Of Analysis (Analizin Bireysel Düzeyi);C1;"politics; leadership; psychology";Psychology & Health
YDS Set 004;544-The Key: When Life Begins (Anahtar: Hayat Ne Zaman Başlar);C1;"biology; cloning; ethics";Biology & Animals
YDS Set 004;545-The Long Habit (Uzun Alışkanlık);C1;"philosophy; life; death";Ethics & Philosophy
YDS Set 004;546-The Mountain People - Ik (Dağ İnsanları - İkler);C1;"anthropology; culture; survival";Culture & Society
YDS Set 004;547-The Nature Of Political Action (Politik Eylemin Doğası);C1;"politics; power; authority";Politics & Government
YDS Set 004;548-The New Image of Museums (Müzelerin Yeni Imaji);C1;"culture; museums; education";Culture & Society
YDS Set 004;549-The Poppy - Blessing and Curse (Haşhaş - Nimet ve Lanet);C1;"health; opium; poppy";Addiction & Substance Use
YDS Set 004;550-The Rays Are Not Coloured (Işınlar Renkli Değildir);C1;"science; physics; colour";Science & Technology
YDS Set 004;551-The Rise Of Asia (Asya'nın Yükselişi);C1;"economics; Asia; China";Economics & Business
YDS Set 004;552-The Science of Mad-Cow Disease (Deli Dana Hastalığının Biliminin Ardında);C1;"health; prions; BSE";Psychology & Health
YDS Set 004;553-The Science of Murder (Cinayet Bilimi);C1;"forensic science; crime investigation; evidence";Law & Crime
YDS Set 004;554-The Sick World Of The Snipers (Sniper'ların Hasta Dünyası);C1;"crime; snipers; Washington D.C.";Crime & Justice System
YDS Set 004;555-The Stolen Generation (Çalınan Nesil);C1;"history; Australia; Aborigines";History
YDS Set 004;556-The Teenage Teachers (Genç Öğretmenler);C1;"education; peer tutoring; teenagers";Education
YDS Set 004;557-The Velvet Hegemony (Kadife Hegemonya);C1;"politics; soft power; USA";Politics & Government
YDS Set 004;558-Theory (Kaos Teorisi) - 2;C1;"science; mathematics; chaos theory";Science & Technology
YDS Set 004;559-Time As A Social Construction (Sosyal Bir İnşa Olarak Zaman);C1;"sociology; time; culture";Culture & Society
YDS Set 004;560-Turkey's Democratic Progress (Türkiye'nin Demokratik Gelişimi);C1;"politics; Turkey; EU";Politics & Government
YDS Set 004;561-Turkey's Economic Growth (Türkiye'nin Ekonomik Büyümesi);C1;"economy; Turkey; EU";Psychology & Health
YDS Set 004;562-Turkey's Progress (Türkiye'nin İlerlemesi);C1;"politics; Turkey; development";Politics & Government
YDS Set 004;563-Turn Off That Cell Phone (Şu Cep Telefonunu Kapat);C1;"technology; mobile phones; social behavior";Science & Technology
YDS Set 004;564-Unschooling (Okulsuz Eğitim);C1;"education; homeschooling; unschooling";Education
YDS Set 004;565-Urban Development Matters (Kentsel Gelişim Önemlidir);C1;"sociology; urban development; ethics";Culture & Society
YDS Set 004;566-Water Contamination (Su Kirliliği);C1;"environment; science; health";Psychology & Health
YDS Set 004;567-Wellington Book (Wellington Kitabı);C1;"history; biography; book review";History
YDS Set 004;568-Who Needs A Degree (Kimin Dereceye İhtiyacı Var);C1;"education; university; degree";Education
YDS Set 004;569-Who Says Who Is Mad (Kimin Deli Olduğuna Kim Karar Verir);C1;"psychology; psychiatry; Rosenhan experiment";Psychology & Health
YDS Set 004;570-Who's A German Then? (Peki Kim Alman?);C1;"sociology; citizenship; immigration";Culture & Society
YDS Set 004;571-Why EU Must Say Yes To Turkey (AB Neden Türkiye'ye Evet Demeli);C1;"politics; EU; Turkey";Politics & Government
YDS Set 004;572-Why Mother Nature Should Love Cyberspace (Doğa Ana Neden Siberuzayı Sevmeli);C1;"environment; internet; technology";Environment & Nature
YDS Set 004;573-Why Paris Is Burning (Paris Neden Yanıyor);C1;"politics; France; riots";Politics & Government
YDS Set 004;574-Why We Laugh (Neden Güleriz);C1;"psychology; humor; laughter";Psychology & Health
YDS Set 004;575-Will We Travel to The Stars? (Yıldızlara Seyahat Edecek miyiz?);C1;"astronomy; space travel; stars";Astronomy & Space
YDS Set 005;576-A Familiar Story (Tanıdık Bir Hikaye);C2;"business; ethics; bribery";Economics & Business
YDS Set 005;577-A Good Life (İyi Bir Yaşam);C2;"anthropology; culture; longevity";Culture & Society
YDS Set 005;578-A Nation Of Cheaters (Bir Hilekarlar Ulusu);C2;"ethics; cheating; society";Culture & Society
YDS Set 005;579-A Peaceful Revolutionary (Barisci Devrimci);C2;"biography; history; politics";History
YDS Set 005;580-Abolish The IMF (IMF Kaldırılsın);C2;"economics; IMF; global finance";Economics & Business
YDS Set 005;581-Aboriginal Land Claims (Aborijin Toprak Talepleri);C2;"history; Australia; Aborigines";History
YDS Set 005;582-Addictive Personality (Bağımlı Kişilik);C2;"psychology; addiction; behavior";Psychology & Health
YDS Set 005;583-Advancements and Challenges in Renewable Solar Energy Technology (Yenilenebilir Güneş Enerjisi Teknolojisindeki Gelişmeler ve Zorluklar);C2;"technology; environment; energy";Environment & Nature
YDS Set 005;584-Advertising (Reklamcılık);C2;"business; marketing; advertising";Economics & Business
YDS Set 005;585-Affluenza (Affluenza);C2;"economics; consumerism; society";Economics & Business
YDS Set 005;586-Africa's Dry Lands (Afrika'nın Kurak Toprakları);C2;"environment; Africa; desertification";Environment & Nature
YDS Set 005;587-After The Dalai Lama (Dalai Lama'dan Sonra);C2;"politics; Tibet; Dalai Lama";Politics & Government
YDS Set 005;588-Ahmet Kaya: The Voice of a Generation (Ahmet Kaya: Bir Neslin Sesi);C2;"music; biography; turkey";Art, Music & Literature
YDS Set 005;589-Aliens In The Palace (Saraydaki Uzaylılar);C2;"environment; invasive species; Japan";Environment & Nature
YDS Set 005;590-An Ethical Quandary (Etik Bir İkilem);C2;"ethics; medicine; law";Law & Crime
YDS Set 005;591-An Obsession with Reptiles (Sürüngenlere Karşı Bir Tutku);C2;"animals; hobbies; personality";Psychology & Health
YDS Set 005;592-Ancient Chinese Clothing and Social Class (Eski Çin Kıyafetleri ve Sosyal Sınıf);C2;"history; culture; fashion";Food & Agriculture
YDS Set 005;593-Artificial Gravity in Long-Duration Space Exploration (Uzun Süreli Uzay Keşfinde Yapay Yerçekimi);C2;"space; technology; science";Science & Technology
YDS Set 005;594-Attitudes Towards Money (Paraya Karşı Tutumlar);C2;"psychology; money; society";Psychology & Health
YDS Set 005;595-Back to Nature (Doğaya Dönüş);C2;"lifestyle; society; city vs country";Culture & Society
YDS Set 005;596-Being an 'Au Pair': Some Facts ('Au Pair' Olmak: Bazı Gerçekler);C2;"work; travel; culture";Culture & Society
YDS Set 005;597-Better Refrigerators: The Cold Fact (Daha İyi Buzdolapları: Soğuk Gerçek);C2;"environment; technology; energy";Environment & Nature
YDS Set 005;598-Branches Of Psychology (Psikolojinin Dalları);C2;"psychology; cognitive; behavioral";Psychology & Health
YDS Set 005;599-CAT (KEDİ) [Centre for Alternative Technology];C2;"environment; energy; technology";Environment & Nature
YDS Set 005;600-Changes in World Climate (Dünya İklimindeki Değişiklikler);C2;"environment; climate change; science";Environment & Nature
YDS Set 005;601-Changes in World Climate (Dünya İklimindeki Değişiklikler);C2;"environment; climate change; global warming";Environment & Nature
YDS Set 005;602-Childhood Fears (Çocukluk Korkuları);C2;"psychology; child development; fear";Psychology & Health
YDS Set 005;603-Cognitive Processes and Memory Consolidation During Sleep (Uyku Sırasında Bilişsel Süreçler ve Bellek Konsolidasyonu);C2;"psychology; health; neuroscience";Psychology & Health
YDS Set 005;604-Color Therapy (Renk Terapisi);C2;"health; alternative medicine; psychology";Psychology & Health
YDS Set 005;605-Coping with Stress (Stresle Başa Çıkmak);C2;"psychology; health; modern life";Psychology & Health
YDS Set 005;606-Early Language Teaching (Erken Yaşta Dil Öğretimi);C2;"education; language; teaching";Education
YDS Set 005;607-Effects of Snow (Karın Etkileri);C2;"weather; society; UK";Culture & Society
YDS Set 005;608-EU Grant for Increasing School Attendance (AB'den Okullaşma Oranlarını Artırma Hibesi);C2;"education; eu; turkey";Education
YDS Set 005;609-Extreme Act: Self-Mutilation (Aşırı Bir Eylem: Kendine Zarar Verme);C2;"psychology; self-harm; culture";Psychology & Health
YDS Set 005;610-Genghis Khan: A Controversial Figure (Cengiz Han: Tartışmalı Bir Figür);C2;"history; biography; mongolia";History
YDS Set 005;611-Hope for EU-Turkey Relations (AB-Türkiye İlişkilerinden Umut);C2;"politics; turkey; eu";Politics & Government
YDS Set 005;612-How Can We Change Consumerism? (Tüketim Çılgınlığını Nasıl Değiştirebiliriz?);C2;"consumerism; environment; sustainability";Environment & Nature
YDS Set 005;613-How Earthquakes Happen (Depremler Nasıl Olur);C2;"science; geology; nature";Environment & Nature
YDS Set 005;614-Hydro-Electric and Tidal Power (Hidro-Elektrik ve Gelgit Enerjisi);C2;"energy; environment; technology";Environment & Nature
YDS Set 005;615-Ireland and Turkey's EU Path (İrlanda ve Türkiye'nin AB Yolu);C2;"politics; turkey; eu";Politics & Government
YDS Set 005;616-Ireland's EU Presidency and Turkey's Preparation (İrlanda'nın AB Dönem Başkanlığı ve Türkiye'nin Hazırlığı);C2;"politics; turkey; eu";Politics & Government
YDS Set 005;617-Jean Monnet Scholarship Programme Announced (Jean Monnet Burs Programı Duyuruldu);C2;"education; scholarships; eu";Education
YDS Set 005;618-Jorvik - The Lost Viking Capital (Jorvik - Kayıp Viking Başkenti);C2;"history; archaeology; Vikings";History
YDS Set 005;619-Language in the Home-Raised Chimpanzees (Evde Yetiştirilen Şempanzelerde İletişim ve Dil);C2;"animals; science; psychology";Psychology & Health
YDS Set 005;620-Linguistic Relativity and the Perception of Reality (Dilbilimsel Görelilik ve Gerçeklik Algısı);C2;"linguistics; psychology; culture";Psychology & Health
YDS Set 005;621-Looking for a Partner? (Bir Partner mi Arıyorsunuz?);C2;"society; marriage; culture";Culture & Society
YDS Set 005;622-Mozart: A Musical Prodigy (Mozart: Bir Müzik Dehası);C2;"music; biography; classical music";Art, Music & Literature
YDS Set 005;623-Mystery Powers Cure Slim-Mad Jemima (Yunus'un Gizemli Güçleri Zayıflama Çılgını Jemima'yı İyileştiriyor);C2;"health; dolphin therapy; anorexia";Psychology & Health
YDS Set 005;624-Parachute History (Paraşüt Tarihi);C2;"history; military";History
YDS Set 005;625-Powers of the Human Body (İnsan Vücudunun Güçleri);C2;"health; fitness; biology";Health & Medicine
YDS Set 005;626-Sharks: Magnificent and Misunderstood (Köpekbalıkları: Muhteşem ve Yanlış Anlaşılan);C2;"animals; marine biology; science";Biology & Animals
YDS Set 005;627-The Architectural Legacy of the Byzantine Empire (Bizans İmparatorluğu'nun Mimari Mirası);C2;"architecture; history; culture";Food & Agriculture
YDS Set 005;628-The Art and Science of Sustainable Architecture (Sürdürülebilir Mimarlığın Sanatı ve Bilimi);C2;"architecture; environment; technology";Environment & Nature
YDS Set 005;629-The Astrobiological Search for Extraterrestrial Life (Dünya Dışı Yaşam İçin Astrobiyolojik Arayış);C2;"space; science; philosophy";Astronomy & Space
YDS Set 005;630-The Biological Complexity of the Human Visual System (İnsan Görme Sisteminin Biyolojik Karmaşıklığı);C2;"biology; health; science";Science & Technology
YDS Set 005;631-The Complex Dynamics of Globalization (Küreselleşmenin Karmaşık Dinamikleri);C2;"economics; politics; culture";Politics & Government
YDS Set 005;632-The Complex Legacy of Classical Mythology (Klasik Mitolojinin Karmaşık Mirası);C2;"culture; history; literature";Food & Agriculture
YDS Set 005;633-The Complex Phenomenon of Impostor Syndrome (Sahtekar Sendromunun Karmaşık Fenomeni);C2;"psychology; health; society";Psychology & Health
YDS Set 005;634-The Consequences of State Collapse (Devlet Çöküşünün Sonuçları);C2;"politics; sociology; current affairs";Politics & Government
YDS Set 005;635-The Cultural Significance of Ancient Silk Road Trade Routes (Antik İpek Yolu Ticaret Yollarının Kültürel Önemi);C2;"history; culture; economics";Food & Agriculture
YDS Set 005;636-The Devastating Effects of Ocean Acidification on Coral Reefs (Okyanus Asitlenmesinin Mercan Resifleri Üzerindeki Yıkıcı Etkileri);C2;"environment; climate; biology";Environment & Nature
YDS Set 005;637-The Development of mRNA Vaccine Technology (mRNA Aşı Teknolojisinin Gelişimi);C2;"health; technology; medicine";Health & Medicine
YDS Set 005;638-The Dynamics of Atmospheric Circulation and Weather Patterns (Atmosferik Sirkülasyon Dinamikleri ve Hava Durumu Modelleri);C2;"climate; science; environment";Environment & Nature
YDS Set 005;639-The Dynamics of Tectonic Plate Movements and Earthquake Prediction (Tektonik Levha Hareketlerinin Dinamikleri ve Deprem Tahmini);C2;"geology; science; environment";Environment & Nature
YDS Set 005;640-The Dynamics of Urban Heat Islands and Environmental Planning (Kentsel Isı Adalarının Dinamikleri ve Çevre Planlaması);C2;"environment; urban planning; climate";Environment & Nature
YDS Set 005;641-The Economics of the Gig Economy and Freelance Labor (Ekonomi ve Serbest Çalışma Piyasasının Ekonomisi);C2;"economics; business; society";Economics & Business
YDS Set 005;642-The Enduring Mystery of the Pyramids of Giza (Giza Piramitlerinin Kalıcı Gizemi);C2;"history; archaeology; culture";History
YDS Set 005;643-The Engineering Principles Behind Modern Suspension Bridges (Modern Asma Köprülerin Arkasındaki Mühendislik Prensipleri);C2;"engineering; technology; science";Science & Technology
YDS Set 005;644-The Ethical Dilemmas of Autonomous Weapon Systems (Otonom Silah Sistemlerinin Etik İkilemleri);C2;"technology; ethics; politics";Science & Technology
YDS Set 005;645-The Ethical Dimensions of Genetic Engineering in Modern Agriculture (Modern Tarımda Genetik Mühendisliğinin Etik Boyutları);C2;"technology; ethics; environment";Environment & Nature
YDS Set 005;646-The Evolution of Classical Music in the 18th Century (18. Yüzyılda Klasik Müziğin Evrimi);C2;"music; history; culture";Art, Music & Literature
YDS Set 005;647-The Evolution of Cybersecurity Protocols in Corporate Environments (Kurumsal Ortamlarda Siber Güvenlik Protokollerinin Evrimi);C2;"technology; business; security";Science & Technology
YDS Set 005;648-The Evolution of Face Transplantation (Yüz Naklinin Evrimi);C2;"health; medicine; surgery";Health & Medicine
YDS Set 005;649-The Evolution of Global Supply Chains in the Modern Era (Modern Çağda Küresel Tedarik Zincirlerinin Evrimi);C2;"economics; business; globalization";Economics & Business
YDS Set 005;650-The Evolution of Human Language (İnsan Dilinin Evrimi);C2;"linguistics; anthropology; biology";Biology & Animals
YDS Set 005;651-The Evolution of Human Shelter (İnsan Barınağının Evrimi);C2;"history; architecture; anthropology";History
YDS Set 005;652-The Fascinating World of Bioluminescence (Biyolüminesansın Büyüleyici Dünyası);C2;"biology; science; nature";Biology & Animals
YDS Set 005;653-The Geopolitics of Global Freshwater Scarcity (Küresel Tatlı Su Kıtlığının Jeopolitiği);C2;"environment; politics; economics";Environment & Nature
YDS Set 005;654-The History and Mechanics of the Printing Press (Matbaanın Tarihi ve Mekaniği);C2;"history; technology; culture";Food & Agriculture
YDS Set 005;655-The Impact of Artificial Intelligence on Modern Healthcare (Yapay Zekanın Modern Sağlık Hizmetleri Üzerindeki Etkisi);C2;"technology; health; ethics";Psychology & Health
YDS Set 005;656-The Impact of Deforestation on Indigenous Amazonian Communities (Ormansızlaşmanın Amazon'daki Yerli Topluluklar Üzerindeki Etkisi);C2;"environment; society; politics";Environment & Nature
YDS Set 005;657-The Impact of Microfinance on Developing Economies (Mikrofinansın Gelişmekte Olan Ekonomiler Üzerindeki Etkisi);C2;"economics; society; business";Economics & Business
YDS Set 005;658-The Intricate Biological Mechanisms of Autoimmune Diseases (Otoimmün Hastalıkların Karmaşık Biyolojik Mekanizmaları);C2;"health; biology; medicine";Health & Medicine
YDS Set 005;659-The Intricate Relationship Between Economic Inflation and Purchasing Power (Ekonomik Enflasyon ve Satın Alma Gücü Arasındaki Karmaşık İlişki);C2;"economics; finance; society";Economics & Business
YDS Set 005;660-The Intricate World of Coral Reef Ecosystems (Mercan Resifi Ekosistemlerinin Karmaşık Dünyası);C2;"biology; environment; climate";Environment & Nature
YDS Set 005;661-The Orkhon Inscriptions: The Dawn of Turkish Literature (Orhun Yazıtları: Türk Edebiyatının Şafağı);C2;"history; turkic; literature";History
YDS Set 005;662-The Physics of Black Holes and General Relativity (Kara Deliklerin Fiziği ve Genel Görelilik);C2;"physics; space; science";Science & Technology
YDS Set 005;663-The Pivotal Role of Urban Green Spaces (Kentsel Yeşil Alanların Önemli Rolü);C2;"environment; urban planning; health";Psychology & Health
YDS Set 005;664-The Principles of Quantum Computing and Cryptography (Kuantum Hesaplama ve Kriptografinin İlkeleri);C2;"technology; science; security";Science & Technology
YDS Set 005;665-The Profound Impact of the Printing Press (Matbaanın Derin Etkisi);C2;"history; technology; culture";Food & Agriculture
YDS Set 005;666-The Psychological Benefits of Practicing Mindfulness Meditation (Farkındalık Meditasyonu Yapmanın Psikolojik Faydaları);C2;"psychology; health; wellness";Psychology & Health
YDS Set 005;667-The Psychological Impact of Social Media Algorithms (Sosyal Medya Algoritmalarının Psikolojik Etkisi);C2;"technology; psychology; society";Psychology & Health
YDS Set 005;668-The Psychological Implications of Excessive Social Media Consumption (Aşırı Sosyal Medya Tüketiminin Psikolojik Etkileri);C2;"psychology; technology; health";Psychology & Health
YDS Set 005;669-The Psychology of Decision-Making and Behavioral Economics (Karar Verme Psikolojisi ve Davranışsal Ekonomi);C2;"psychology; economics; business";Economics & Business
YDS Set 005;670-The Renaissance of Nuclear Energy in the Fight Against Climate Change (İklim Değişikliğiyle Mücadelede Nükleer Enerjinin Rönesansı);C2;"energy; environment; technology";Environment & Nature
YDS Set 005;671-The Revolutionary Potential of Gene Editing Technology (Gen Düzenleme Teknolojisinin Devrimci Potansiyeli);C2;"technology; ethics; health";Psychology & Health
YDS Set 005;672-The Role of Microplastics in Terrestrial and Aquatic Ecosystems (Karasal ve Sucul Ekosistemlerde Mikroplastiklerin Rolü);C2;"environment; science; health";Psychology & Health
YDS Set 005;673-The Role of the Microbiome in Human Health (İnsan Sağlığında Mikrobiyomun Rolü);C2;"health; biology; medicine";Health & Medicine
YDS Set 005;674-The Societal Implications of Universal Basic Income (Evrensel Temel Gelirin Toplumsal Etkileri);C2;"economics; society; politics";Politics & Government
YDS Set 005;675-The Spanish Armada: A Fleet Sent Against England (İspanyol Armadası: İngiltere'ye Gönderilen Donanma);C2;"history; military; europe";History
YDS Set 005;676-The Transformative Power of Learning a Musical Instrument (Bir Müzik Aleti Öğrenmenin Dönüştürücü Gücü);C2;"psychology; education; health";Psychology & Health
YDS Set 005;677-Turkey's Reform Monitoring Group Meets (Reform İzleme Grubu Bursa'da Toplandı);C2;"politics; turkey; eu";Politics & Government
YDS Set 005;678-William Shakespeare: England's National Poet (William Shakespeare: İngiltere'nin Ulusal Şairi);C2;"literature; biography; poetry";Art, Music & Literature
