passage_title;idx;sentence_en;sentence_tr
385-Together In Giving (Birlikte Vermek);6;The Gallup poll found that more than a third of American households consider volunteering together as an important part of their family life.;Gallup anketi, Amerikalı hanelerin üçte birinden fazlasının birlikte gönüllü olmayı aile hayatlarının önemli bir parçası olarak gördüğünü ortaya koydu.
385-Together In Giving (Birlikte Vermek);7;"Deborah Spaide emphasizes the importance of ""hands-on"" volunteerism for children, where they can see the immediate results of their efforts, like handing a sandwich to a hungry person.";"Deborah Spaide, çocuklar için, aç bir kişiye sandviç vermek gibi çabalarının anında sonuçlarını görebilecekleri ""uygulamalı"" gönüllülüğün önemini vurguluyor."
385-Together In Giving (Birlikte Vermek);8;"She contrasts this with ""abstract volunteerism,"" such as simply donating money, which is less meaningful for children because they don't see how it helps.";"Bunu, çocuklar için daha az anlamlı olan, çünkü nasıl yardımcı olduğunu görmedikleri sadece para bağışlamak gibi ""soyut gönüllülük"" ile karşılaştırıyor."
386-Towards a Working Renaissance (Bir Çalışma Rönesansına Doğru);1;In historical times, many different societies operated a rigid two-tier system, which was essentially made up of the powerful people who controlled and the ordinary workers who were controlled.;Tarihsel zamanlarda, birçok farklı toplum, esas olarak kontrol eden güçlü insanlardan ve kontrol edilen sıradan işçilerden oluşan katı bir iki katmanlı sistem işletiyordu.
386-Towards a Working Renaissance (Bir Çalışma Rönesansına Doğru);2;In this traditional system, work was not generally seen or enjoyed as a positive activity, but was simply a burdensome necessity for the majority of the population.;Bu geleneksel sistemde iş, genellikle olumlu bir faaliyet olarak görülmüyor veya keyfi alınmıyordu, sadece nüfusun çoğunluğu için külfetli bir zorunluluktu.
386-Towards a Working Renaissance (Bir Çalışma Rönesansına Doğru);3;However, another distinct group of people, the merchants and artisans, emerged alongside this traditional system, with merchants working for profit and artisans working for wages.;"Bununla birlikte, bu geleneksel sistemin yanında başka bir farklı insan grubu, tüccarlar ve zanaatkarlar ortaya çıktı; tüccarlar kâr için, zanaatkarlar ise ücret karşılığında çalışıyordu."
386-Towards a Working Renaissance (Bir Çalışma Rönesansına Doğru);4;These were the innovative people who first gave our modern society the powerful idea of work as paid employment, a concept that has fundamentally shaped our world.;"Bunlar, modern toplumumuza ilk kez işin ücretli istihdam olarak güçlü fikrini veren yenilikçi insanlardı; bu kavram dünyamızı temelden şekillendirmiştir."
386-Towards a Working Renaissance (Bir Çalışma Rönesansına Doğru);5;"Today, people need to work in much the same fundamental way they need to eat and drink; this deeply ingrained societal value is what we now commonly call the 'work ethic'.";"Günümüzde insanların, yemek ve içmeye ihtiyaç duydukları temel şekilde çalışmaya ihtiyaçları vardır; bu derinden yerleşmiş toplumsal değer, artık yaygın olarak 'iş ahlakı' dediğimiz şeydir."
386-Towards a Working Renaissance (Bir Çalışma Rönesansına Doğru);6;People obviously work for the essential money they need in order to live comfortably, but there is another, deeper reason beyond this basic motivation which makes people genuinely want to work.;İnsanlar rahat yaşamak için ihtiyaç duydukları parayı kazanmak için çalışırlar, ancak bu temel motivasyonun ötesinde, insanların gerçekten çalışmak istemesini sağlayan başka, daha derin bir neden daha vardır.
386-Towards a Working Renaissance (Bir Çalışma Rönesansına Doğru);7;This fundamental reason is that work gives people a powerful and essential feeling of being useful, productive, and valued members of their community.;Bu temel neden, işin insanlara toplumlarının faydalı, üretken ve değer verilen üyeleri olduklarına dair güçlü ve gerekli bir duygu vermesidir.
386-Towards a Working Renaissance (Bir Çalışma Rönesansına Doğru);8;The important questions we should perhaps be asking ourselves today are, firstly, whether we genuinely and truly like our jobs, and secondly, even if we do like them, whether they are actually really necessary in the grand scheme of things.;Belki de bugün kendimize sormamız gereken önemli sorular, ilk olarak, işlerimizi gerçekten seviyor muyuz ve ikinci olarak, sevsek bile, işlerin büyük resimde gerçekten gerekli olup olmadığıdır.
386-Towards a Working Renaissance (Bir Çalışma Rönesansına Doğru);9;Many kinds of traditional work are gradually disappearing as the world's natural resources are steadily used up and exciting new technologies appear and replace them.;Dünyanın doğal kaynakları giderek tükendikçe ve heyecan verici yeni teknolojiler ortaya çıkıp onların yerini aldıkça, birçok geleneksel iş türü yavaş yavaş yok oluyor.
386-Towards a Working Renaissance (Bir Çalışma Rönesansına Doğru);10;For example, powerful computers are already increasingly replacing people in order to do boring, repetitive jobs and to significantly improve overall efficiency and productivity.;Örneğin, güçlü bilgisayarlar, sıkıcı, tekrarlayan işleri yapmak ve genel verimliliği ve üretkenliği önemli ölçüde artırmak için zaten giderek artan bir şekilde insanların yerini alıyor.
386-Towards a Working Renaissance (Bir Çalışma Rönesansına Doğru);11;It has been boldly predicted that this new technology could potentially result in a significant period of growth and prosperity, but it does not necessarily mean that the ever-growing number of unemployed people will simply drop.;Bu yeni teknolojinin potansiyel olarak önemli bir büyüme ve refah dönemine yol açabileceği cesurca tahmin edildi, ancak bu, sürekli artan işsiz sayısının basitçe düşeceği anlamına gelmiyor.
386-Towards a Working Renaissance (Bir Çalışma Rönesansına Doğru);12;"Attitudes to work must also change alongside these technological shifts; community life ought to become more important, and the leisure industry needs to be significantly expanded to cater for the needs of both young and old people, all of whom will have more spare time.";"Bu teknolojik değişimlerin yanı sıra işe yönelik tutumların da değişmesi gerekiyor; topluluk yaşamı daha önemli hale gelmeli ve boş zaman endüstrisi, daha fazla boş zamanı olacak hem gençlerin hem de yaşlıların ihtiyaçlarını karşılamak için önemli ölçüde genişletilmelidir."
387-Toxic Chemical Leaks (Zehirli Kimyasal Sızıntıları);1;Deadly chemical leaks are much more common in the United States than most people realize, occurring with alarming frequency in industrial areas.;Ölümcül kimyasal sızıntıları Amerika Birleşik Devletleri'nde çoğu insanın fark ettiğinden çok daha yaygındır ve sanayi bölgelerinde endişe verici bir sıklıkta meydana gelmektedir.
387-Toxic Chemical Leaks (Zehirli Kimyasal Sızıntıları);2;According to recent disturbing reports from the government, there are at least four serious leaks each day in the United States, a staggering statistic that highlights the scale of the problem.;"Hükümetten gelen son rahatsız edici raporlara göre, Amerika Birleşik Devletleri'nde her gün en az dört ciddi sızıntı meydana geliyor; bu, sorunun boyutunu vurgulayan şaşırtıcı bir istatistik."
387-Toxic Chemical Leaks (Zehirli Kimyasal Sızıntıları);3;The direct effects of this escape of poisonous chemicals into the environment are truly devastating, causing immediate harm to both human health and the natural world.;Zehirli kimyasalların çevreye bu şekilde sızmasının doğrudan etkileri gerçekten yıkıcıdır ve hem insan sağlığına hem de doğal dünyaya anında zarar verir.
387-Toxic Chemical Leaks (Zehirli Kimyasal Sızıntıları);4;In the last five years, because of toxic chemical leaks, at least 135 deaths have tragically occurred, an estimated 4,700 injuries have resulted, and nearly 200,000 people have been forcibly evacuated from their homes.;Son beş yılda, zehirli kimyasal sızıntıları nedeniyle en az 135 ölüm meydana geldi, tahmini 4.700 yaralanma meydana geldi ve yaklaşık 200.000 kişi evlerinden zorla tahliye edildi.
388-Trance (Trans);1;The word 'hypnosis' is derived from the ancient Greek word 'hypnos', which literally means 'sleep', reflecting the sleeplike state it often induces in subjects.;'Hipnoz' kelimesi, deneklerde sıklıkla uyardığı uyku benzeri durumu yansıtan, kelimenin tam anlamıyla 'uyku' anlamına gelen eski Yunanca 'hypnos' kelimesinden türetilmiştir.
388-Trance (Trans);2;Although it is notoriously hard to define hypnosis precisely, because it has so many different aspects and varying degrees, it might be broadly described as a kind of trance.;Pek çok farklı yönü ve değişen dereceleri olduğu için hipnozu kesin olarak tanımlamak son derece zor olsa da, geniş anlamda bir tür trans olarak tanımlanabilir.
388-Trance (Trans);3;In this trance state, the subject becomes highly responsive to the suggestions of the hypnotist, often exhibiting behaviors or experiencing sensations that seem to come from outside their normal conscious control.;Bu trans halinde, denek hipnotizmacının önerilerine son derece duyarlı hale gelir ve genellikle normal bilinçli kontrollerinin dışından geliyormuş gibi görünen davranışlar sergiler veya duyumlar yaşar.
388-Trance (Trans);4;It is extremely difficult to know exactly what complex changes hypnotism produces in the intricate functioning of the nervous system or the deeper layers of the personality.;Hipnotizmanın, sinir sisteminin karmaşık işleyişinde veya kişiliğin daha derin katmanlarında tam olarak ne gibi karmaşık değişiklikler ürettiğini bilmek son derece zordur.
388-Trance (Trans);5;There are many different and competing theories on hypnosis, but no single theory is yet universally accepted as completely explaining all the diverse aspects of this fascinating phenomenon.;Hipnoz hakkında birbirinden farklı ve rekabet eden birçok teori vardır, ancak bu büyüleyici fenomenin tüm farklı yönlerini tam olarak açıklayan tek bir teori henüz evrensel olarak kabul edilmemiştir.
388-Trance (Trans);6;"One of the oldest and most persistent theories regards hypnosis to be a special form of sleep; this concept originated as far back as 1784 and was further developed by the famous Russian physiologist Ivan Pavlov.";"En eski ve en kalıcı teorilerden biri, hipnozu özel bir uyku biçimi olarak kabul eder; bu kavram 1784 gibi erken bir tarihte ortaya çıkmış ve ünlü Rus fizyolog Ivan Pavlov tarafından daha da geliştirilmiştir."
388-Trance (Trans);7;However, this long-standing theory is contradicted by a significant body of modern evidence which clearly indicates that the hypnotized person is not actually asleep in the physiological sense.;Bununla birlikte, bu köklü teori, hipnotize edilmiş kişinin fizyolojik anlamda aslında uyumadığını açıkça gösteren önemli miktarda modern kanıtla çelişmektedir.
388-Trance (Trans);8;For instance, the knee reflex, which is completely absent in normal sleep, is definitely present in the hypnotic state, and recordings of brain waves show patterns typical of an awake, alert state, not a sleeping one.;Örneğin, normal uykuda tamamen bulunmayan diz refleksi, hipnotik durumda kesinlikle mevcuttur ve beyin dalgası kayıtları, uyuyan birine değil, uyanık, tetikte bir duruma özgü desenler gösterir.
388-Trance (Trans);9;"The methods used to put a willing subject into a trance have changed significantly in recent years; very few modern hypnotists still use the old-fashioned, dramatic method of staring intently into the subject's eyes.";"İstekli bir deneği transa sokmak için kullanılan yöntemler son yıllarda önemli ölçüde değişti; çok az modern hipnotizmacı hâlâ eski moda, dramatik bir yöntem olan deneğin gözlerine dikkatle bakma yöntemini kullanıyor."
388-Trance (Trans);10;Instead, they typically use more subtle and gentle methods which emphasize relaxation, or even sleep, by having the subject sit in a comfortable chair while the hypnotist talks quietly and soothingly.;Bunun yerine, hipnotizmacı sessizce ve rahatlatıcı bir şekilde konuşurken deneğin rahat bir sandalyede oturmasını sağlayarak, rahatlamayı, hatta uykuyu vurgulayan daha incelikli ve nazik yöntemler kullanırlar.
388-Trance (Trans);11;The hypnotic trance may be classified according to its depth or degree, which depends partly on the skill of the hypnotist and partly on the inherent suggestibility of the subject, ranging from a light to a deep trance.;Hipnotik trans, kısmen hipnotizmacının becerisine ve kısmen de deneğin doğal telkin edilebilirliğine bağlı olarak, hafif bir transtan derin bir transa kadar değişen derinliğine veya derecesine göre sınıflandırılabilir.
388-Trance (Trans);12;Contrary to popular belief and sensationalized fiction, there is no real possibility of the subject not awakening as a result of an accident to the hypnotist, and it is also not true that a hypnotized subject is completely under the will or power of the hypnotist, unable to act against their own moral code.;Popüler inanışın ve sansasyonel kurgunun aksine, deneğin hipnotizmacının başına bir kaza gelmesi sonucu uyanmaması gibi gerçek bir olasılık yoktur ve hipnotize edilmiş bir deneğin, kendi ahlaki kurallarına aykırı hareket edemeyecek şekilde tamamen hipnotizmacının iradesi veya gücü altında olduğu da doğru değildir.
389-Turkey's Unique Geopolitical Position (Türkiye'nin Eşsiz Jeopolitik Konumu);1;Turkey's geographical location is unique in terms of its richness and flexibility that most of the countries cannot have since we can get into contact with and appeal to a large part of the world thanks to our civilization and historical background.;Türkiye coğrafyası, medeniyeti ve tarihi birikimi sayesinde dünyanın geniş bir bölgesiyle iletişim kurabilen, geniş bir alana hitap edebilen özelliğiyle çoğu ülkeye nasip olmayacak bir zenginliğe ve esnekliğe sahiptir.
389-Turkey's Unique Geopolitical Position (Türkiye'nin Eşsiz Jeopolitik Konumu);2;Turkey is both from the east and the west.;Türkiye, hem doğuludur, hem batılıdır.
389-Turkey's Unique Geopolitical Position (Türkiye'nin Eşsiz Jeopolitik Konumu);3;It is both a European and an Asian country, but more than that, Turkey is a country of the Middle East, the Balkans, the Mediterranean and the Black Sea.;Türkiye hem Avrupalı, hem Asyalı bir ülkedir. Ama aynı zamanda bir Orta Doğu, bir Balkan, bir Akdeniz ve Karadeniz ülkesidir.
390-Turkey's Vision: Inspired by Istanbul (Türkiye'nin Vizyonu: İstanbul'dan İlham Alan);1;With the inspiration derived from Istanbul, a city where the local and the global unite in harmony, Turkey strives to do its best to create a peaceful, fair and prosperous world.;Türkiye, yerelle evrenselin birleştiği İstanbul'dan aldığı ilhamla daha adil, barışçı, sevgi dolu bir dünya tasarımı ortaya koyabilmek için bütün çabasını, emeğini seferber eden bir ülkedir.
391-Turkish Coffee (Türk Kahvesi);1;The first coffee house in Istanbul was opened in the district known as Tahtakale in the 1550s.;İstanbul'daki ilk kahvehane 1550'lerde Tahtakale olarak bilinen semtte açılmıştır.
391-Turkish Coffee (Türk Kahvesi);2;It quickly attracted the attention of enthusiastic customers as well as religious people who considered it harmful.;Hevesli müşterilerin yanı sıra onu zararlı olarak gören dindar insanların da hızla dikkatini çekti.
391-Turkish Coffee (Türk Kahvesi);3;In order to stop the spread of this substance, they unsuccessfully tried to forbid its daily consumption.;Bu maddenin yayılmasını durdurmak için günlük tüketimini başarısız bir şekilde yasaklamaya çalıştılar.
391-Turkish Coffee (Türk Kahvesi);4;Despite all this religious opposition, coffee drinking spread very fast throughout the entire city of Istanbul.;Tüm bu dini muhalefete rağmen, kahve içmek tüm İstanbul şehri boyunca çok hızlı yayıldı.
391-Turkish Coffee (Türk Kahvesi);5;By the time of Murat III, there were over six hundred popular coffee houses in Istanbul alone.;III. Murat zamanında, sadece İstanbul'da altı yüzden fazla popüler kahvehane vardı.
391-Turkish Coffee (Türk Kahvesi);6;Fashionable Turkish coffee houses served as gentlemen's clubs where men discussed literature and listened to classical music.;Modaya uygun Türk kahvehaneleri, erkeklerin edebiyat tartıştığı ve klasik müzik dinlediği centilmenler kulübü olarak hizmet veriyordu.
391-Turkish Coffee (Türk Kahvesi);7;The beautiful equipment used for preparing and serving Turkish coffee could easily fill a museum on its own.;Türk kahvesi hazırlamak ve sunmak için kullanılan güzel ekipmanlar kendi başına bir müzeyi kolayca doldurabilir.
391-Turkish Coffee (Türk Kahvesi);8;The coffee is traditionally boiled in a long handled copper pot known as a cezve.;Kahve geleneksel olarak cezve olarak bilinen uzun saplı bakır bir tencerede kaynatılır.
391-Turkish Coffee (Türk Kahvesi);9;People who know the taste of a well-prepared Turkish coffee expect it to be heated very slowly.;İyi hazırlanmış bir Türk kahvesinin tadını bilen insanlar onun çok yavaş ısıtılmasını beklerler.
391-Turkish Coffee (Türk Kahvesi);10;The copper coffee pot must be frequently taken away from the fire so that it won't get overheated.;Bakır cezve aşırı ısınmaması için sık sık ateşten uzaklaştırılmalıdır.
391-Turkish Coffee (Türk Kahvesi);11;It is extremely important to have a rich and thick froth on the top of the coffee.;Kahvenin üzerinde zengin ve kalın bir köpük olması son derece önemlidir.
391-Turkish Coffee (Türk Kahvesi);12;Although a heaped spoonful of sugar is common today, in the past Turks drank their coffee without sugar.;Günümüzde tepeleme bir kaşık şeker yaygın olsa da geçmişte Türkler kahvelerini şekersiz içerlerdi.
392-Two Views of Divorce (Boşanmaya İki Bakış);1;The increasing divorce rate in modern societies can be seen as a complex product of the conflict between the changing economic system and its social and ideological superstructure.;Modern toplumlarda artan boşanma oranı, değişen ekonomik sistem ile onun sosyal ve ideolojik üst yapısı arasındaki çatışmanın karmaşık bir ürünü olarak görülebilir.
392-Two Views of Divorce (Boşanmaya İki Bakış);2;In advanced capitalist industrial societies, there is an ever-increasing demand for cheap female wage labour to fuel economic growth and corporate profits.;Gelişmiş kapitalist sanayi toplumlarında, ekonomik büyümeyi ve kurumsal kârları beslemek için ucuz kadın işgücüne yönelik sürekli artan bir talep vardır.
392-Two Views of Divorce (Boşanmaya İki Bakış);3;Wives are actively encouraged to take up paid employment not only because there is a strong demand for their services, but also because the media has raised material aspirations.;Kadınlar, yalnızca hizmetlerine yönelik güçlü bir talep olduğu için değil, aynı zamanda medya maddi arzuları yükselttiği için ücretli istihdama katılmaya aktif olarak teşvik ediliyor.
392-Two Views of Divorce (Boşanmaya İki Bakış);4;These ever-increasing material aspirations, which regulate the demand for desirable consumer goods, can often only be satisfied by both spouses working as wage earners.;Arzu edilen tüketim mallarına olan talebi düzenleyen bu sürekli artan maddi arzular, genellikle ancak her iki eşin de ücretli olarak çalışmasıyla karşılanabilir.
392-Two Views of Divorce (Boşanmaya İki Bakış);5;However, significant conflict results from the inherent contradiction between female wage labour and the traditional normative expectations which still surround married life.;Bununla birlikte, kadınların ücretli çalışması ile evlilik yaşamını hâlâ çevreleyen geleneksel normatif beklentiler arasındaki doğal çelişkiden önemli bir çatışma ortaya çıkmaktadır.
392-Two Views of Divorce (Boşanmaya İki Bakış);6;'Working wives' are still expected by society to be primarily responsible for the majority of housework and for raising the children, in addition to their paid employment outside the home.;'Çalışan eşlerin' toplum tarafından, ev dışındaki ücretli istihdamlarına ek olarak, ev işlerinin çoğundan ve çocukların yetiştirilmesinden birincil derecede sorumlu olmaları beklenmektedir.
392-Two Views of Divorce (Boşanmaya İki Bakış);7;In addition, they are still expected, to some degree, to play a subservient and supportive role to the male head of the household, creating a dual burden and significant role strain.;Ek olarak, bir dereceye kadar, erkek hane reisine karşı itaatkar ve destekleyici bir rol oynamaları hâlâ beklenmekte ve bu da ikili bir yük ve önemli bir rol gerilimi yaratmaktadır.
392-Two Views of Divorce (Boşanmaya İki Bakış);8;These deeply ingrained normative expectations directly contradict the wife's new role as an equal wage earner, since she is now sharing the economic burden with her husband.;Bu derinden yerleşmiş normatif beklentiler, kadının artık ekonomik yükü kocasıyla paylaştığı için, eşit ücret kazanan yeni rolüyle doğrudan çelişmektedir.
392-Two Views of Divorce (Boşanmaya İki Bakış);9;Significant and often unresolved conflict between the spouses can result from this fundamental contradiction, and chronic, unresolved conflict can ultimately lead to marital breakdown and divorce.;Eşler arasında önemli ve genellikle çözülmemiş çatışmalar bu temel çelişkiden kaynaklanabilir ve kronik, çözülmemiş çatışma nihayetinde evliliğin bozulmasına ve boşanmaya yol açabilir.
392-Two Views of Divorce (Boşanmaya İki Bakış);10;While laws and procedures regulating divorce were altered to be more permissive, the divorce rate tended to increase quickly, and with each new piece of legislation, the rate rose rapidly for a time before leveling off.;Boşanmayı düzenleyen yasalar ve prosedürler daha izin verici hale gelecek şekilde değiştirilirken, boşanma oranı hızla artma eğilimi gösterdi ve her yeni yasa ile oran, dengelenmeden önce bir süre hızla yükseldi.
392-Two Views of Divorce (Boşanmaya İki Bakış);11;Today, there is approximately one divorce in Britain for every three marriages, and in the USA, the rate is even higher, at about one in two, prompting much public debate.;Bugün, Britanya'da her üç evliliğe karşılık yaklaşık bir boşanma var ve ABD'de oran daha da yüksek, yaklaşık ikide bir, bu da çok sayıda kamuoyu tartışmasına yol açıyor.
392-Two Views of Divorce (Boşanmaya İki Bakış);12;Many people have suggested that these higher divorce rates reflect an underlying increase in marital instability, but a more plausible explanation is that changes in divorce laws provide new types of legal solutions for pre-existent marital problems.;Birçok kişi bu yüksek boşanma oranlarının, evlilik istikrarsızlığında temel bir artışı yansıttığını öne sürdü, ancak daha makul bir açıklama, boşanma yasalarındaki değişikliklerin, önceden var olan evlilik sorunlarına yeni tür yasal çözümler sağlamasıdır.
393-Types Of Love (Aşkın Türleri);1;Ludus love is characterized by a playful and entertaining approach, where the lover manages their emotions carefully and avoids long-term commitment.;"Ludus aşkı, eğlenceli ve oyuncu bir yaklaşımla karakterize edilir; seven kişi duygularını dikkatlice yönetir ve uzun vadeli bağlılıktan kaçınır."
393-Types Of Love (Aşkın Türleri);2;Storge love, in contrast, develops slowly over time from a foundation of friendship, mutual respect, and shared interests rather than sudden passion.;Storge aşkı ise, ani bir tutkudan ziyade arkadaşlık, karşılıklı saygı ve ortak ilgi alanları temelinde zamanla yavaşça gelişir.
393-Types Of Love (Aşkın Türleri);3;Manic love is an obsessive and intense experience, characterized by extreme emotional highs and lows, driven by a deep fear of losing the beloved.;"Manik aşk, takıntılı ve yoğun bir deneyimdir; sevileni kaybetme korkusuyla hareket eden aşırı duygusal iniş çıkışlarla karakterize edilir."
393-Types Of Love (Aşkın Türleri);4;Pragma lovers take a practical approach to relationships, seeking compatibility in areas like interests, background, and life goals to ensure the partnership will work.;"Pragma sevenler ilişkilere pratik bir yaklaşım benimser; ortaklığın yürümesini sağlamak için ilgi alanları, geçmiş ve yaşam hedefleri gibi konularda uyum ararlar."
393-Types Of Love (Aşkın Türleri);5;Eros love is a passionate and romantic style focused intensely on physical beauty and attractiveness, often holding an idealized and unattainable image of a partner.;Eros aşkı, fiziksel güzellik ve çekiciliğe yoğun bir şekilde odaklanan, genellikle bir partnerin idealize edilmiş ve ulaşılamaz bir imajını barındıran tutkulu ve romantik bir tarzdır.
393-Types Of Love (Aşkın Türleri);6;The erotic lover is particularly sensitive to physical imperfections and seeks a partner who will return their love, making it a somewhat utilitarian and calculated form of love.;Erotik seven, özellikle fiziksel kusurlara karşı hassastır ve kendilerine aşkı geri verecek bir partner arar, bu da onu biraz faydacı ve hesaplanmış bir aşk biçimi haline getirir.
393-Types Of Love (Aşkın Türleri);7;Each of these love styles represents a different way of experiencing and expressing romantic attachment, influenced by individual personality and emotional needs.;Bu aşk tarzlarının her biri, bireysel kişilik ve duygusal ihtiyaçlardan etkilenerek romantik bağlanmayı deneyimlemenin ve ifade etmenin farklı bir yolunu temsil eder.
393-Types Of Love (Aşkın Türleri);8;Understanding these different love typologies can help individuals better comprehend their own behaviors and expectations within romantic relationships.;Bu farklı aşk tipolojilerini anlamak, bireylerin romantik ilişkiler içindeki kendi davranışlarını ve beklentilerini daha iyi kavramalarına yardımcı olabilir.
394-U.S. Public Schools (ABD Devlet Okulları);1;There are many people in the United States today who are not at all satisfied with the quality of education that their children are receiving in the public schools.;Günümüzde Amerika Birleşik Devletleri'nde, çocuklarının devlet okullarında aldıkları eğitimin kalitesinden hiç memnun olmayan birçok insan var.
394-U.S. Public Schools (ABD Devlet Okulları);2;They are very worried about a number of negative developments that are taking place there, but interestingly, not all of these people are worried about the exact same things.;Orada meydana gelen bir dizi olumsuz gelişme hakkında çok endişeliler, ancak ilginç bir şekilde, bu insanların hepsi aynı şeyler hakkında endişeli değil.
394-U.S. Public Schools (ABD Devlet Okulları);3;One particular group of people is primarily concerned about the declining quality of the education which young people are receiving in public schools across the nation.;Belirli bir insan grubu, öncelikle ülke genelindeki devlet okullarında gençlerin aldıkları eğitimin düşen kalitesiyle ilgileniyor.
394-U.S. Public Schools (ABD Devlet Okulları);4;According to these concerned parents, their children are simply not learning enough in school, and some educational researchers sadly agree with their assessment.;Bu endişeli ebeveynlere göre, çocukları okulda yeterince şey öğrenmiyor ve bazı eğitim araştırmacıları ne yazık ki onların değerlendirmesine katılıyor.
394-U.S. Public Schools (ABD Devlet Okulları);5;For example, according to recent studies, the number of high school students who cannot read proficiently is unfortunately increasing, not decreasing, and the number struggling with simple mathematics is also on the rise.;Örneğin, son araştırmalara göre, yeterince okuyamayan lise öğrencilerinin sayısı maalesef azalmak bir yana artıyor ve basit matematikte zorlananların sayısı da yükselişte.
394-U.S. Public Schools (ABD Devlet Okulları);6;There are several possible reasons for this troubling increase in the number of students who are not receiving a good, basic education in public schools.;Devlet okullarında iyi, temel bir eğitim alamayan öğrenci sayısındaki bu endişe verici artışın birkaç olası nedeni var.
394-U.S. Public Schools (ABD Devlet Okulları);7;First, classes are sometimes far too large, especially in inner-city schools, where there are often between forty and fifty students packed into a single classroom.;"Birincisi, özellikle şehir merkezindeki okullarda sınıflar bazen çok büyük oluyor; tek bir sınıfta genellikle kırk ila elli öğrenci bulunuyor."
394-U.S. Public Schools (ABD Devlet Okulları);8;Second, there are many teachers who do not know enough about the subjects that they are teaching, partly because college programs which train future teachers are not always of high quality.;İkincisi, öğrettikleri konular hakkında yeterli bilgiye sahip olmayan birçok öğretmen var, bunun nedeni kısmen geleceğin öğretmenlerini yetiştiren üniversite programlarının her zaman yüksek kalitede olmamasıdır.
394-U.S. Public Schools (ABD Devlet Okulları);9;"However, the problems are not always the fault of the teachers or the education system itself; often, students who do not want to learn behave badly and disrupt the classes for others.";"Bununla birlikte, sorunlar her zaman öğretmenlerin veya eğitim sisteminin hatası değildir; genellikle öğrenmek istemeyen öğrenciler kötü davranır ve başkaları için dersleri bozar."
394-U.S. Public Schools (ABD Devlet Okulları);10;Finally, according to some people, television is also partly to blame for the lack of success in public schools, as young people often watch six or more hours of TV a day and neglect their homework.;Son olarak, bazı insanlara göre, gençler genellikle günde altı veya daha fazla saat televizyon izlediğinden ve ödevlerini ihmal ettiğinden, devlet okullarındaki başarısızlığın kısmen sorumlusu televizyondur.
394-U.S. Public Schools (ABD Devlet Okulları);11;"A second, entirely different group of people is dissatisfied with the public schools for very different reasons; these people usually have very conservative beliefs about life and disagree with the ideas their children are exposed to in school.";"İkinci, tamamen farklı bir grup insan, devlet okullarından çok farklı nedenlerle memnun değil; bu kişiler genellikle hayat hakkında çok muhafazakar inançlara sahiptir ve çocuklarının okulda maruz kaldıkları fikirlere katılmazlar."
394-U.S. Public Schools (ABD Devlet Okulları);12;For example, they are strongly against sex education classes and object to schoolbooks that describe non-traditional family structures or that criticize the U.S. for past mistakes, believing these topics should not be taught.;Örneğin, cinsel eğitim derslerine şiddetle karşı çıkıyorlar ve geleneksel olmayan aile yapılarını tanımlayan veya ABD'yi geçmiş hatalar için eleştiren ders kitaplarına itiraz ediyorlar, bu konuların öğretilmemesi gerektiğine inanıyorlar.
395-Ultrasonics (Ultrasonik);1;Some of the world's most interesting and useful sounds cannot be heard by the human ear at all, existing beyond the range of our natural hearing.;Dünyanın en ilginç ve kullanışlı seslerinden bazıları, insan kulağı tarafından hiç duyulamaz, doğal işitme aralığımızın ötesinde var olurlar.
395-Ultrasonics (Ultrasonik);2;Ultrasonics, the 'too-high-to-hear sounds', can be used to drill, cut, weld, clean, and inspect materials for hidden cracks and flaws with incredible precision.;Ultrasonik, 'duyulamayacak kadar yüksek sesler', malzemeleri delmek, kesmek, kaynak yapmak, temizlemek ve gizli çatlak ve kusurları inanılmaz bir hassasiyetle incelemek için kullanılabilir.
395-Ultrasonics (Ultrasonik);3;Like all sounds, they travel in waves through the air or any other medium, but they have a far higher frequency than the sounds we can normally hear, which is what makes them useful for these applications.;Tüm sesler gibi, onlar da hava veya başka herhangi bir ortamda dalgalar halinde hareket ederler, ancak normalde duyabildiğimiz seslerden çok daha yüksek bir frekansa sahiptirler, bu da onları bu uygulamalar için faydalı kılan şeydir.
395-Ultrasonics (Ultrasonik);4;Human ears can typically detect sound waves that vibrate from 20 to 20,000 times per second. Bats, on the other hand, can hear up to 50,000 vibrations per second, using this ability for echolocation.;İnsan kulağı tipik olarak saniyede 20 ila 20.000 kez titreşen ses dalgalarını algılayabilir. Öte yandan yarasalar, saniyede 50.000 titreşime kadar duyabilir ve bu yeteneği ekolokasyon için kullanır.
395-Ultrasonics (Ultrasonik);5;But when scientists talk about ultrasonics, they can mean frequencies in the range of billions of vibrations per second, far beyond the hearing of any animal.;Ancak bilim adamları ultrasonik hakkında konuştuklarında, herhangi bir hayvanın işitmesinin çok ötesinde, saniyede milyarlarca titreşim aralığındaki frekansları kastedebilirler.
395-Ultrasonics (Ultrasonik);6;Special vibrators, called transducers, are used to produce these incredibly high-frequency sounds. One common type of transducer is made by sandwiching a thin slice of quartz crystal between two metal plates and passing an electric current through it.;Dönüştürücü adı verilen özel vibratörler, bu inanılmaz yüksek frekanslı sesleri üretmek için kullanılır. Yaygın bir dönüştürücü türü, ince bir kuvars kristali dilimini iki metal plaka arasına sıkıştırarak ve içinden bir elektrik akımı geçirerek yapılır.
